id,visit_date,visit_datetime,reserve_datetime,reserve_visitors
3cad29d1a23209d2,NULL,2016-12-09 22:00:00,2016-11-07 15:00:00,5
3cad29d1a23209d2,NULL,2016-12-09 22:00:00,2016-11-26 23:00:00,3
55c3627912b9c849,NULL,2016-12-09 22:00:00,2016-11-14 19:00:00,10
632ba66e1f75aa28,NULL,2016-12-09 22:00:00,2016-12-09 16:00:00,2
e89735e80d614a7e,NULL,2016-12-09 22:00:00,2016-11-25 19:00:00,4
fc477473134e9ae5,NULL,2016-12-09 23:00:00,2016-12-02 20:00:00,7
24b9b2a020826ede,NULL,2016-12-10 11:00:00,2016-11-28 18:00:00,4
40f6193ea3ed1b91,NULL,2016-12-10 11:00:00,2016-12-01 18:00:00,3
42c9aa6d617c5057,NULL,2016-12-10 11:00:00,2016-12-04 11:00:00,2
89e7328af22efe74,NULL,2016-12-10 11:00:00,2016-11-24 08:00:00,3
40f6193ea3ed1b91,NULL,2016-12-10 12:00:00,2016-11-20 01:00:00,4
45326ebb8dc72cfb,NULL,2016-12-10 12:00:00,2016-12-09 22:00:00,1
89e7328af22efe74,NULL,2016-12-10 12:00:00,2016-12-09 21:00:00,2
40f6193ea3ed1b91,NULL,2016-12-10 13:00:00,2016-11-28 13:00:00,2
bf617aa68d5f1cfa,NULL,2016-12-10 13:00:00,2016-12-09 22:00:00,2
bf617aa68d5f1cfa,NULL,2016-12-10 13:00:00,2016-12-09 22:00:00,2
0a74a5408a0b8642,NULL,2016-12-10 16:00:00,2016-12-08 19:00:00,2
1033310359ceeac1,NULL,2016-12-10 16:00:00,2016-12-04 19:00:00,2
89e7328af22efe74,NULL,2016-12-10 16:00:00,2016-12-10 11:00:00,3
0a74a5408a0b8642,NULL,2016-12-10 17:00:00,2016-12-09 23:00:00,2
0a74a5408a0b8642,NULL,2016-12-10 17:00:00,2016-12-07 13:00:00,2
0a74a5408a0b8642,NULL,2016-12-10 17:00:00,2016-12-10 16:00:00,2
0a74a5408a0b8642,NULL,2016-12-10 17:00:00,2016-11-24 13:00:00,2
1033310359ceeac1,NULL,2016-12-10 17:00:00,2016-11-27 21:00:00,5
1033310359ceeac1,NULL,2016-12-10 17:00:00,2016-12-04 17:00:00,3
24b9b2a020826ede,NULL,2016-12-10 17:00:00,2016-11-18 17:00:00,14
24b9b2a020826ede,NULL,2016-12-10 17:00:00,2016-11-28 18:00:00,4
24b9b2a020826ede,NULL,2016-12-10 17:00:00,2016-11-18 18:00:00,11
24b9b2a020826ede,NULL,2016-12-10 17:00:00,2016-10-26 17:00:00,16
24b9b2a020826ede,NULL,2016-12-10 17:00:00,2016-12-01 23:00:00,6
24b9b2a020826ede,NULL,2016-12-10 17:00:00,2016-11-28 18:00:00,3
2fc478dc9f0a6b31,NULL,2016-12-10 17:00:00,2016-12-08 01:00:00,2
2fc478dc9f0a6b31,NULL,2016-12-10 17:00:00,2016-12-07 20:00:00,3
2fc478dc9f0a6b31,NULL,2016-12-10 17:00:00,2016-12-06 21:00:00,3
40f6193ea3ed1b91,NULL,2016-12-10 17:00:00,2016-11-26 21:00:00,4
42c9aa6d617c5057,NULL,2016-12-10 17:00:00,2016-12-07 10:00:00,3
42c9aa6d617c5057,NULL,2016-12-10 17:00:00,2016-11-29 09:00:00,5
4beac252540f865e,NULL,2016-12-10 17:00:00,2016-11-13 15:00:00,4
4beac252540f865e,NULL,2016-12-10 17:00:00,2016-11-23 22:00:00,5
e053c561f32acc28,NULL,2016-12-10 17:00:00,2016-12-08 21:00:00,3
f068442ebb6c246c,NULL,2016-12-10 17:00:00,2016-12-07 18:00:00,4
fea5dc9594450608,NULL,2016-12-10 17:00:00,2016-12-05 18:00:00,2
0a74a5408a0b8642,NULL,2016-12-10 18:00:00,2016-12-07 13:00:00,3
0a74a5408a0b8642,NULL,2016-12-10 18:00:00,2016-12-07 13:00:00,8
1033310359ceeac1,NULL,2016-12-10 18:00:00,2016-12-10 13:00:00,6
36429b5ca4407b3e,NULL,2016-12-10 18:00:00,2016-11-24 22:00:00,2
3cad29d1a23209d2,NULL,2016-12-10 18:00:00,2016-09-30 21:00:00,14
42c9aa6d617c5057,NULL,2016-12-10 18:00:00,2016-12-10 17:00:00,4
42c9aa6d617c5057,NULL,2016-12-10 18:00:00,2016-12-04 20:00:00,2
4beac252540f865e,NULL,2016-12-10 18:00:00,2016-12-06 20:00:00,7
55c3627912b9c849,NULL,2016-12-10 18:00:00,2016-11-24 19:00:00,2
89e7328af22efe74,NULL,2016-12-10 18:00:00,2016-09-23 16:00:00,9
89e7328af22efe74,NULL,2016-12-10 18:00:00,2016-11-28 20:00:00,3
bb09595bab7d5cfb,NULL,2016-12-10 18:00:00,2016-12-10 01:00:00,3
bb09595bab7d5cfb,NULL,2016-12-10 18:00:00,2016-12-09 20:00:00,3
bcce1ea4350b7b72,NULL,2016-12-10 18:00:00,2016-12-03 23:00:00,6
bcce1ea4350b7b72,NULL,2016-12-10 18:00:00,2016-12-09 20:00:00,2
db80363d35f10926,NULL,2016-12-10 18:00:00,2016-12-08 10:00:00,2
db80363d35f10926,NULL,2016-12-10 18:00:00,2016-12-09 23:00:00,2
db80363d35f10926,NULL,2016-12-10 18:00:00,2016-12-05 18:00:00,18
db80363d35f10926,NULL,2016-12-10 18:00:00,2016-12-05 15:00:00,4
e053c561f32acc28,NULL,2016-12-10 18:00:00,2016-11-22 19:00:00,6
e053c561f32acc28,NULL,2016-12-10 18:00:00,2016-12-10 07:00:00,5
e053c561f32acc28,NULL,2016-12-10 18:00:00,2016-12-01 09:00:00,2
fea5dc9594450608,NULL,2016-12-10 18:00:00,2016-12-10 16:00:00,2
0a74a5408a0b8642,NULL,2016-12-10 19:00:00,2016-12-07 13:00:00,2
0a74a5408a0b8642,NULL,2016-12-10 19:00:00,2016-12-08 19:00:00,2
0a74a5408a0b8642,NULL,2016-12-10 19:00:00,2016-12-07 13:00:00,2
0a74a5408a0b8642,NULL,2016-12-10 19:00:00,2016-12-10 19:00:00,2
0a74a5408a0b8642,NULL,2016-12-10 19:00:00,2016-12-07 13:00:00,2
0a74a5408a0b8642,NULL,2016-12-10 19:00:00,2016-10-22 06:00:00,2
1033310359ceeac1,NULL,2016-12-10 19:00:00,2016-12-05 18:00:00,7
2fc478dc9f0a6b31,NULL,2016-12-10 19:00:00,2016-12-04 10:00:00,4
2fc478dc9f0a6b31,NULL,2016-12-10 19:00:00,2016-12-06 18:00:00,2
324f7c39a8410e7c,NULL,2016-12-10 19:00:00,2016-11-26 19:00:00,2
324f7c39a8410e7c,NULL,2016-12-10 19:00:00,2016-12-04 21:00:00,2
324f7c39a8410e7c,NULL,2016-12-10 19:00:00,2016-11-27 17:00:00,6
324f7c39a8410e7c,NULL,2016-12-10 19:00:00,2016-12-09 22:00:00,4
324f7c39a8410e7c,NULL,2016-12-10 19:00:00,2016-11-30 20:00:00,2
36429b5ca4407b3e,NULL,2016-12-10 19:00:00,2016-12-08 15:00:00,2
4beac252540f865e,NULL,2016-12-10 19:00:00,2016-12-06 23:00:00,2
4beac252540f865e,NULL,2016-12-10 19:00:00,2016-11-17 11:00:00,4
4beac252540f865e,NULL,2016-12-10 19:00:00,2016-11-28 21:00:00,8
4beac252540f865e,NULL,2016-12-10 19:00:00,2016-11-28 23:00:00,7
55c3627912b9c849,NULL,2016-12-10 19:00:00,2016-12-01 17:00:00,13
831658500aa7c846,NULL,2016-12-10 19:00:00,2016-11-29 22:00:00,7
bb09595bab7d5cfb,NULL,2016-12-10 19:00:00,2016-11-30 18:00:00,3
bf617aa68d5f1cfa,NULL,2016-12-10 19:00:00,2016-11-22 17:00:00,7
db80363d35f10926,NULL,2016-12-10 19:00:00,2016-12-01 14:00:00,4
e053c561f32acc28,NULL,2016-12-10 19:00:00,2016-12-09 17:00:00,2
e053c561f32acc28,NULL,2016-12-10 19:00:00,2016-11-08 16:00:00,17
0a74a5408a0b8642,NULL,2016-12-10 20:00:00,2016-12-08 19:00:00,2
1033310359ceeac1,NULL,2016-12-10 20:00:00,2016-11-22 17:00:00,4
324f7c39a8410e7c,NULL,2016-12-10 20:00:00,2016-11-29 20:00:00,6
36429b5ca4407b3e,NULL,2016-12-10 20:00:00,2016-12-10 18:00:00,1
4beac252540f865e,NULL,2016-12-10 20:00:00,2016-12-05 20:00:00,2
bb09595bab7d5cfb,NULL,2016-12-10 20:00:00,2016-11-17 20:00:00,4
bb09595bab7d5cfb,NULL,2016-12-10 20:00:00,2016-12-10 19:00:00,3
db80363d35f10926,NULL,2016-12-10 20:00:00,2016-11-16 07:00:00,9
e053c561f32acc28,NULL,2016-12-10 20:00:00,2016-11-27 18:00:00,2
e053c561f32acc28,NULL,2016-12-10 20:00:00,2016-12-01 13:00:00,5
f068442ebb6c246c,NULL,2016-12-10 20:00:00,2016-12-02 17:00:00,5
fc477473134e9ae5,NULL,2016-12-10 20:00:00,2016-12-05 18:00:00,3
fc477473134e9ae5,NULL,2016-12-10 20:00:00,2016-12-08 18:00:00,2
fc477473134e9ae5,NULL,2016-12-10 20:00:00,2016-12-01 16:00:00,3
fc477473134e9ae5,NULL,2016-12-10 20:00:00,2016-12-10 19:00:00,2
fc477473134e9ae5,NULL,2016-12-10 20:00:00,2016-12-05 19:00:00,2
fc477473134e9ae5,NULL,2016-12-10 20:00:00,2016-11-08 20:00:00,5
0a74a5408a0b8642,NULL,2016-12-10 21:00:00,2016-12-07 13:00:00,2
2fc478dc9f0a6b31,NULL,2016-12-10 21:00:00,2016-12-07 15:00:00,9
36429b5ca4407b3e,NULL,2016-12-10 21:00:00,2016-12-09 08:00:00,4
55c3627912b9c849,NULL,2016-12-10 21:00:00,2016-12-01 00:00:00,2
bb09595bab7d5cfb,NULL,2016-12-10 21:00:00,2016-12-09 23:00:00,4
36429b5ca4407b3e,NULL,2016-12-10 22:00:00,2016-12-01 21:00:00,4
db80363d35f10926,NULL,2016-12-10 22:00:00,2016-12-10 20:00:00,4
db80363d35f10926,NULL,2016-12-10 22:00:00,2016-12-09 20:00:00,5
db80363d35f10926,NULL,2016-12-10 22:00:00,2016-12-10 16:00:00,4
36429b5ca4407b3e,NULL,2016-12-10 23:00:00,2016-11-30 19:00:00,6
e053c561f32acc28,NULL,2016-12-10 23:00:00,2016-12-08 19:00:00,3
89e7328af22efe74,NULL,2016-12-11 11:00:00,2016-12-08 13:00:00,3
89e7328af22efe74,NULL,2016-12-11 11:00:00,2016-12-10 16:00:00,2
40f6193ea3ed1b91,NULL,2016-12-11 12:00:00,2016-12-10 14:00:00,2
42c9aa6d617c5057,NULL,2016-12-11 12:00:00,2016-12-08 19:00:00,3
45326ebb8dc72cfb,NULL,2016-12-11 12:00:00,2016-12-11 11:00:00,4
89e7328af22efe74,NULL,2016-12-11 12:00:00,2016-12-10 12:00:00,8
89e7328af22efe74,NULL,2016-12-11 12:00:00,2016-12-09 12:00:00,2
bf617aa68d5f1cfa,NULL,2016-12-11 12:00:00,2016-12-07 18:00:00,2
4beac252540f865e,NULL,2016-12-11 16:00:00,2016-11-18 17:00:00,6
1033310359ceeac1,NULL,2016-12-11 17:00:00,2016-12-10 21:00:00,4
1033310359ceeac1,NULL,2016-12-11 17:00:00,2016-12-04 19:00:00,2
24b9b2a020826ede,NULL,2016-12-11 17:00:00,2016-11-20 21:00:00,12
2fc478dc9f0a6b31,NULL,2016-12-11 17:00:00,2016-12-10 16:00:00,2
324f7c39a8410e7c,NULL,2016-12-11 17:00:00,2016-12-11 08:00:00,3
36429b5ca4407b3e,NULL,2016-12-11 17:00:00,2016-12-11 17:00:00,2
36429b5ca4407b3e,NULL,2016-12-11 17:00:00,2016-12-10 23:00:00,3
42c9aa6d617c5057,NULL,2016-12-11 17:00:00,2016-12-10 21:00:00,4
45326ebb8dc72cfb,NULL,2016-12-11 17:00:00,2016-12-04 16:00:00,1
965b2e0cf4119003,NULL,2016-12-11 17:00:00,2016-12-11 17:00:00,2
e053c561f32acc28,NULL,2016-12-11 17:00:00,2016-12-10 18:00:00,3
1033310359ceeac1,NULL,2016-12-11 18:00:00,2016-11-29 18:00:00,6
2fc478dc9f0a6b31,NULL,2016-12-11 18:00:00,2016-11-30 09:00:00,4
324f7c39a8410e7c,NULL,2016-12-11 18:00:00,2016-12-02 21:00:00,4
36429b5ca4407b3e,NULL,2016-12-11 18:00:00,2016-12-06 19:00:00,2
36429b5ca4407b3e,NULL,2016-12-11 18:00:00,2016-12-01 22:00:00,2
40f6193ea3ed1b91,NULL,2016-12-11 18:00:00,2016-12-11 15:00:00,3
42c9aa6d617c5057,NULL,2016-12-11 18:00:00,2016-12-09 09:00:00,2
632ba66e1f75aa28,NULL,2016-12-11 18:00:00,2016-12-11 17:00:00,3
965b2e0cf4119003,NULL,2016-12-11 18:00:00,2016-12-11 18:00:00,6
e053c561f32acc28,NULL,2016-12-11 18:00:00,2016-12-11 17:00:00,2
2fc478dc9f0a6b31,NULL,2016-12-11 19:00:00,2016-12-10 19:00:00,2
965b2e0cf4119003,NULL,2016-12-11 19:00:00,2016-12-11 13:00:00,2
965b2e0cf4119003,NULL,2016-12-11 19:00:00,2016-12-11 16:00:00,2
e053c561f32acc28,NULL,2016-12-11 19:00:00,2016-12-10 16:00:00,2
1033310359ceeac1,NULL,2016-12-11 20:00:00,2016-12-10 17:00:00,2
36429b5ca4407b3e,NULL,2016-12-11 20:00:00,2016-12-01 22:00:00,6
3cad29d1a23209d2,NULL,2016-12-11 20:00:00,2016-11-28 17:00:00,3
3cad29d1a23209d2,NULL,2016-12-11 20:00:00,2016-12-01 11:00:00,2
3cad29d1a23209d2,NULL,2016-12-11 20:00:00,2016-11-28 17:00:00,4
3cad29d1a23209d2,NULL,2016-12-11 20:00:00,2016-12-05 16:00:00,2
fc477473134e9ae5,NULL,2016-12-11 20:00:00,2016-11-29 21:00:00,6
36429b5ca4407b3e,NULL,2016-12-11 21:00:00,2016-12-11 21:00:00,2
965b2e0cf4119003,NULL,2016-12-11 21:00:00,2016-12-09 18:00:00,2
bb09595bab7d5cfb,NULL,2016-12-11 22:00:00,2016-12-05 14:00:00,9
bb09595bab7d5cfb,NULL,2016-12-11 23:00:00,2016-12-09 22:00:00,3
db80363d35f10926,NULL,2016-12-11 23:00:00,2016-12-05 20:00:00,20
40f6193ea3ed1b91,NULL,2016-12-12 11:00:00,2016-12-07 17:00:00,4
42c9aa6d617c5057,NULL,2016-12-12 11:00:00,2016-12-09 18:00:00,2
45326ebb8dc72cfb,NULL,2016-12-12 11:00:00,2016-12-04 16:00:00,1
45326ebb8dc72cfb,NULL,2016-12-12 11:00:00,2016-12-11 16:00:00,1
45326ebb8dc72cfb,NULL,2016-12-12 11:00:00,2016-12-04 16:00:00,1
89e7328af22efe74,NULL,2016-12-12 11:00:00,2016-12-12 08:00:00,2
40f6193ea3ed1b91,NULL,2016-12-12 13:00:00,2016-12-10 14:00:00,5
36429b5ca4407b3e,NULL,2016-12-12 17:00:00,2016-11-17 16:00:00,13
42c9aa6d617c5057,NULL,2016-12-12 17:00:00,2016-12-12 11:00:00,3
e89735e80d614a7e,NULL,2016-12-12 17:00:00,2016-11-25 19:00:00,31
0a74a5408a0b8642,NULL,2016-12-12 18:00:00,2016-12-08 19:00:00,8
0a74a5408a0b8642,NULL,2016-12-12 18:00:00,2016-12-08 19:00:00,2
0a74a5408a0b8642,NULL,2016-12-12 18:00:00,2016-12-11 13:00:00,2
1033310359ceeac1,NULL,2016-12-12 18:00:00,2016-11-25 23:00:00,4
1033310359ceeac1,NULL,2016-12-12 18:00:00,2016-11-14 18:00:00,2
36429b5ca4407b3e,NULL,2016-12-12 18:00:00,2016-11-21 17:00:00,19
40f6193ea3ed1b91,NULL,2016-12-12 18:00:00,2016-12-12 16:00:00,2
42c9aa6d617c5057,NULL,2016-12-12 18:00:00,2016-12-07 17:00:00,2
965b2e0cf4119003,NULL,2016-12-12 18:00:00,2016-11-29 17:00:00,2
bb09595bab7d5cfb,NULL,2016-12-12 18:00:00,2016-11-16 17:00:00,7
0a74a5408a0b8642,NULL,2016-12-12 19:00:00,2016-12-12 19:00:00,2
0a74a5408a0b8642,NULL,2016-12-12 19:00:00,2016-12-12 17:00:00,2
0a74a5408a0b8642,NULL,2016-12-12 19:00:00,2016-12-12 13:00:00,2
0a74a5408a0b8642,NULL,2016-12-12 19:00:00,2016-12-08 21:00:00,2
1033310359ceeac1,NULL,2016-12-12 19:00:00,2016-12-06 19:00:00,3
1033310359ceeac1,NULL,2016-12-12 19:00:00,2016-12-12 18:00:00,2
89e7328af22efe74,NULL,2016-12-12 19:00:00,2016-11-17 11:00:00,5
965b2e0cf4119003,NULL,2016-12-12 19:00:00,2016-12-12 18:00:00,2
965b2e0cf4119003,NULL,2016-12-12 19:00:00,2016-11-25 18:00:00,2
965b2e0cf4119003,NULL,2016-12-12 19:00:00,2016-12-12 19:00:00,2
fea5dc9594450608,NULL,2016-12-12 19:00:00,2016-11-07 20:00:00,3
0a74a5408a0b8642,NULL,2016-12-12 20:00:00,2016-12-12 17:00:00,3
0a74a5408a0b8642,NULL,2016-12-12 20:00:00,2016-12-08 19:00:00,3
831658500aa7c846,NULL,2016-12-12 20:00:00,2016-12-11 11:00:00,4
965b2e0cf4119003,NULL,2016-12-12 20:00:00,2016-12-12 19:00:00,2
fc477473134e9ae5,NULL,2016-12-12 20:00:00,2016-12-10 21:00:00,2
0a74a5408a0b8642,NULL,2016-12-12 21:00:00,2016-12-05 19:00:00,2
0a74a5408a0b8642,NULL,2016-12-12 22:00:00,2016-12-12 21:00:00,2
324f7c39a8410e7c,NULL,2016-12-12 22:00:00,2016-12-09 20:00:00,3
24b9b2a020826ede,NULL,2016-12-12 23:00:00,2016-11-28 18:00:00,14
24b9b2a020826ede,NULL,2016-12-12 23:00:00,2016-12-01 17:00:00,3
24b9b2a020826ede,NULL,2016-12-12 23:00:00,2016-12-01 18:00:00,9
24b9b2a020826ede,NULL,2016-12-12 23:00:00,2016-12-10 22:00:00,4
40f6193ea3ed1b91,NULL,2016-12-13 11:00:00,2016-12-09 17:00:00,2
24b9b2a020826ede,NULL,2016-12-13 16:00:00,2016-11-29 19:00:00,15
24b9b2a020826ede,NULL,2016-12-13 16:00:00,2016-12-10 17:00:00,7
24b9b2a020826ede,NULL,2016-12-13 16:00:00,2016-11-29 19:00:00,6
24b9b2a020826ede,NULL,2016-12-13 16:00:00,2016-11-29 19:00:00,13
0a74a5408a0b8642,NULL,2016-12-13 17:00:00,2016-12-08 21:00:00,4
24b9b2a020826ede,NULL,2016-12-13 17:00:00,2016-12-06 23:00:00,3
24b9b2a020826ede,NULL,2016-12-13 17:00:00,2016-11-08 17:00:00,5
0a74a5408a0b8642,NULL,2016-12-13 18:00:00,2016-12-08 21:00:00,9
0a74a5408a0b8642,NULL,2016-12-13 18:00:00,2016-12-11 18:00:00,5
0a74a5408a0b8642,NULL,2016-12-13 18:00:00,2016-12-12 14:00:00,2
0a74a5408a0b8642,NULL,2016-12-13 18:00:00,2016-12-09 23:00:00,4
1033310359ceeac1,NULL,2016-12-13 18:00:00,2016-11-28 20:00:00,6
1033310359ceeac1,NULL,2016-12-13 18:00:00,2016-12-01 21:00:00,3
1033310359ceeac1,NULL,2016-12-13 18:00:00,2016-12-09 20:00:00,2
2fc478dc9f0a6b31,NULL,2016-12-13 18:00:00,2016-12-10 22:00:00,4
2fc478dc9f0a6b31,NULL,2016-12-13 18:00:00,2016-12-06 21:00:00,2
36429b5ca4407b3e,NULL,2016-12-13 18:00:00,2016-12-12 12:00:00,2
4beac252540f865e,NULL,2016-12-13 18:00:00,2016-12-07 20:00:00,5
965b2e0cf4119003,NULL,2016-12-13 18:00:00,2016-11-28 19:00:00,2
db80363d35f10926,NULL,2016-12-13 18:00:00,2016-11-07 21:00:00,6
e053c561f32acc28,NULL,2016-12-13 18:00:00,2016-12-13 16:00:00,2
e053c561f32acc28,NULL,2016-12-13 18:00:00,2016-12-12 22:00:00,2
e053c561f32acc28,NULL,2016-12-13 18:00:00,2016-12-12 15:00:00,6
1033310359ceeac1,NULL,2016-12-13 19:00:00,2016-12-10 18:00:00,3
1033310359ceeac1,NULL,2016-12-13 19:00:00,2016-12-07 21:00:00,3
36429b5ca4407b3e,NULL,2016-12-13 19:00:00,2016-12-06 20:00:00,7
4beac252540f865e,NULL,2016-12-13 19:00:00,2016-12-13 18:00:00,2
55c3627912b9c849,NULL,2016-12-13 19:00:00,2016-12-10 18:00:00,17
831658500aa7c846,NULL,2016-12-13 19:00:00,2016-12-10 23:00:00,5
965b2e0cf4119003,NULL,2016-12-13 19:00:00,2016-12-12 23:00:00,3
db80363d35f10926,NULL,2016-12-13 19:00:00,2016-12-06 18:00:00,10
e053c561f32acc28,NULL,2016-12-13 19:00:00,2016-12-12 21:00:00,3
0a74a5408a0b8642,NULL,2016-12-13 20:00:00,2016-12-08 21:00:00,4
0a74a5408a0b8642,NULL,2016-12-13 20:00:00,2016-12-12 22:00:00,2
0a74a5408a0b8642,NULL,2016-12-13 20:00:00,2016-12-08 21:00:00,5
0a74a5408a0b8642,NULL,2016-12-13 20:00:00,2016-12-12 13:00:00,2
fc477473134e9ae5,NULL,2016-12-13 20:00:00,2016-12-10 11:00:00,4
0a74a5408a0b8642,NULL,2016-12-13 21:00:00,2016-12-13 15:00:00,5
0a74a5408a0b8642,NULL,2016-12-13 21:00:00,2016-12-13 16:00:00,5
fc477473134e9ae5,NULL,2016-12-13 22:00:00,2016-12-11 00:00:00,6
fc477473134e9ae5,NULL,2016-12-14 01:00:00,2016-12-09 19:00:00,7
42c9aa6d617c5057,NULL,2016-12-14 12:00:00,2016-12-09 22:00:00,3
42c9aa6d617c5057,NULL,2016-12-14 12:00:00,2016-12-13 15:00:00,2
42c9aa6d617c5057,NULL,2016-12-14 13:00:00,2016-11-18 18:00:00,6
0a74a5408a0b8642,NULL,2016-12-14 17:00:00,2016-12-09 23:00:00,2
1033310359ceeac1,NULL,2016-12-14 17:00:00,2016-12-02 19:00:00,2
24b9b2a020826ede,NULL,2016-12-14 17:00:00,2016-11-28 18:00:00,4
24b9b2a020826ede,NULL,2016-12-14 17:00:00,2016-12-13 13:00:00,3
24b9b2a020826ede,NULL,2016-12-14 17:00:00,2016-12-07 16:00:00,14
24b9b2a020826ede,NULL,2016-12-14 17:00:00,2016-11-21 14:00:00,10
24b9b2a020826ede,NULL,2016-12-14 17:00:00,2016-12-07 22:00:00,4
24b9b2a020826ede,NULL,2016-12-14 17:00:00,2016-12-07 11:00:00,10
24b9b2a020826ede,NULL,2016-12-14 17:00:00,2016-11-28 22:00:00,6
2fc478dc9f0a6b31,NULL,2016-12-14 17:00:00,2016-11-11 08:00:00,2
2fc478dc9f0a6b31,NULL,2016-12-14 17:00:00,2016-12-13 23:00:00,4
0a74a5408a0b8642,NULL,2016-12-14 18:00:00,2016-12-14 17:00:00,1
0a74a5408a0b8642,NULL,2016-12-14 18:00:00,2016-12-09 23:00:00,4
0a74a5408a0b8642,NULL,2016-12-14 18:00:00,2016-12-08 21:00:00,4
0a74a5408a0b8642,NULL,2016-12-14 18:00:00,2016-12-09 23:00:00,2
1033310359ceeac1,NULL,2016-12-14 18:00:00,2016-12-06 16:00:00,5
1033310359ceeac1,NULL,2016-12-14 18:00:00,2016-12-14 17:00:00,3
1033310359ceeac1,NULL,2016-12-14 18:00:00,2016-11-24 17:00:00,6
1033310359ceeac1,NULL,2016-12-14 18:00:00,2016-12-12 08:00:00,3
4beac252540f865e,NULL,2016-12-14 18:00:00,2016-12-09 14:00:00,3
4beac252540f865e,NULL,2016-12-14 18:00:00,2016-12-04 04:00:00,8
4beac252540f865e,NULL,2016-12-14 18:00:00,2016-12-13 15:00:00,2
4beac252540f865e,NULL,2016-12-14 18:00:00,2016-11-28 12:00:00,6
e053c561f32acc28,NULL,2016-12-14 18:00:00,2016-12-14 16:00:00,2
00a91d42b08b08d9,NULL,2016-12-14 19:00:00,2016-12-08 10:00:00,18
0a74a5408a0b8642,NULL,2016-12-14 19:00:00,2016-12-13 22:00:00,13
0a74a5408a0b8642,NULL,2016-12-14 19:00:00,2016-12-09 23:00:00,2
0a74a5408a0b8642,NULL,2016-12-14 19:00:00,2016-12-08 11:00:00,2
0a74a5408a0b8642,NULL,2016-12-14 19:00:00,2016-12-13 22:00:00,2
0a74a5408a0b8642,NULL,2016-12-14 19:00:00,2016-12-14 16:00:00,3
324f7c39a8410e7c,NULL,2016-12-14 19:00:00,2016-12-14 17:00:00,2
632ba66e1f75aa28,NULL,2016-12-14 19:00:00,2016-12-14 17:00:00,3
965b2e0cf4119003,NULL,2016-12-14 19:00:00,2016-12-12 14:00:00,3
f068442ebb6c246c,NULL,2016-12-14 19:00:00,2016-11-09 21:00:00,7
0a74a5408a0b8642,NULL,2016-12-14 20:00:00,2016-12-14 16:00:00,3
324f7c39a8410e7c,NULL,2016-12-14 20:00:00,2016-12-14 12:00:00,8
4beac252540f865e,NULL,2016-12-14 20:00:00,2016-12-06 23:00:00,2
4beac252540f865e,NULL,2016-12-14 20:00:00,2016-12-05 15:00:00,2
965b2e0cf4119003,NULL,2016-12-14 20:00:00,2016-12-14 19:00:00,2
bf617aa68d5f1cfa,NULL,2016-12-14 20:00:00,2016-12-11 22:00:00,2
db80363d35f10926,NULL,2016-12-14 20:00:00,2016-12-13 18:00:00,4
2fc478dc9f0a6b31,NULL,2016-12-14 21:00:00,2016-12-14 20:00:00,2
2fc478dc9f0a6b31,NULL,2016-12-14 21:00:00,2016-12-03 19:00:00,3
3cad29d1a23209d2,NULL,2016-12-14 21:00:00,2016-12-03 10:00:00,5
3cad29d1a23209d2,NULL,2016-12-14 21:00:00,2016-11-17 22:00:00,2
3cad29d1a23209d2,NULL,2016-12-14 21:00:00,2016-11-22 10:00:00,4
3cad29d1a23209d2,NULL,2016-12-14 21:00:00,2016-12-07 17:00:00,2
4beac252540f865e,NULL,2016-12-14 21:00:00,2016-11-28 11:00:00,45
632ba66e1f75aa28,NULL,2016-12-14 21:00:00,2016-12-14 19:00:00,2
831658500aa7c846,NULL,2016-12-14 21:00:00,2016-12-03 19:00:00,2
fc477473134e9ae5,NULL,2016-12-14 22:00:00,2016-12-12 22:00:00,2
42c9aa6d617c5057,NULL,2016-12-15 11:00:00,2016-12-15 10:00:00,2
42c9aa6d617c5057,NULL,2016-12-15 11:00:00,2016-12-14 17:00:00,3
89e7328af22efe74,NULL,2016-12-15 11:00:00,2016-11-26 15:00:00,5
89e7328af22efe74,NULL,2016-12-15 11:00:00,2016-11-28 20:00:00,2
24b9b2a020826ede,NULL,2016-12-15 17:00:00,2016-11-16 10:00:00,2
24b9b2a020826ede,NULL,2016-12-15 17:00:00,2016-12-08 10:00:00,5
24b9b2a020826ede,NULL,2016-12-15 17:00:00,2016-11-24 10:00:00,16
24b9b2a020826ede,NULL,2016-12-15 17:00:00,2016-12-05 11:00:00,2
24b9b2a020826ede,NULL,2016-12-15 17:00:00,2016-12-07 11:00:00,8
24b9b2a020826ede,NULL,2016-12-15 17:00:00,2016-12-09 17:00:00,5
42c9aa6d617c5057,NULL,2016-12-15 17:00:00,2016-12-12 08:00:00,6
965b2e0cf4119003,NULL,2016-12-15 17:00:00,2016-12-15 16:00:00,4
965b2e0cf4119003,NULL,2016-12-15 17:00:00,2016-12-14 17:00:00,2
0a74a5408a0b8642,NULL,2016-12-15 18:00:00,2016-12-15 15:00:00,2
0a74a5408a0b8642,NULL,2016-12-15 18:00:00,2016-12-08 18:00:00,7
0a74a5408a0b8642,NULL,2016-12-15 18:00:00,2016-12-15 15:00:00,2
0a74a5408a0b8642,NULL,2016-12-15 18:00:00,2016-12-15 16:00:00,2
0a74a5408a0b8642,NULL,2016-12-15 18:00:00,2016-12-15 18:00:00,2
